patient_id,given_name,surname,street_number,address_1,phone_number,address_2,postcode_updated,state_updated,suburb_updated,dob_updated,age_final
612177,chrisgopher,matthews,237.0,cullen street,07 49051688,None,6450,wa,mayfirld,1951,69
979401,thomas,ryan,21.0,stapylton street,03 92417833,None,4821,qld,marrar,1918,102
715781,alana,rawlings,41.0,candlebark close,04 72870401,rowethorpe,3105,vic,lavington,1983,37
892955,kalli,maier,28.0,chauncy crescent,07 98631594,None,4069,qld,harrington,1916,104
317995,joshua,wilkins,25.0,cadell street,08 25232486,None,2011,nsw,ormond,1932,88
812550,None,clarke,3.0,porteous crescent,07 98505006,None,4878,qld,frankston,1935,85
393313,leah,egan,10.0,fawknertreet,04 11572578,None,2528,nsw,warracknbeal,1953,67
669929,emma,spears,7.0,waratah street,0,None,3442,vic,old bar,1902,118
254062,karlee,capurso,91.0,ainslie avenue,04 46104617,None,3030,vic,ermington,1999,21
653949,liam,clarke,24.0,herron crescent,02 08929691,eldwick,2153,nsw,beaumont,1955,65
768779,brooke,corujo,12.0,warramoo crescent,07 62704450,None,2456,nsw,surfers paradise,1997,23
900889,vincent,clarke,25.0,rylah crescent,03 57076838,None,2100,nsw,bundamba,1918,102
954032,isabelle,donaldson,11.0,mctaggart crescent,02 89779810,None,3825,vic,port lincoln,1940,80
727907,eliza,wooley,21.0,None,08 00130431,rosemount,7467,tas,stephens,1965,55
438246,brooke,versluys,307.0,morgan crescent,07 56402744,None,4558,qld,macgregor,1987,33
657373,jacob,stanley,11.0,hattersley court,03 92754150,None,5540,sa,riverstone,1990,30
197064,olivia,mantovan,39.0,buckman place,08 33931079,None,2076,nsw,winchelsea,1915,105
806014,hugh,geraghty,7.0,dobell circuit,02 72413602,None,3174,vic,carlingford,1926,94
499346,olivia,white,16.0,barr-smith avenue,07 27291172,callatoota,870,nt,shoalwater,1952,68
730011,natasha,mclaren-gates,41.0,macgregor street,08 74867183,None,2143,nsw,coombabah,1986,34
233114,brooke,staporski,25.0,rischbieth crescent,08 70722346,None,2261,nsw,abbotsford,1917,103
956566,elijah,badman,5.0,mary potter circuit,07 92882778,banksia village,6255,wa,buddina,1998,22
929414,devan,mckerlie,112.0,white place,04 97707548,None,5341,sa,armidale,1950,70
591638,emma,mierisch,5.0,house circuit,02 86318731,None,5064,sa,auburn,1901,119
951617,joselyn,fardell,31.0,clive steele avenue,07 81298736,None,5540,sa,salisbury east,1968,52
657765,alison,blackwell,12.0,baynton street,02 42634717,None,3187,vic,yorkeys knob,1988,32
738449,jack,lontoc,33.0,stenhouse close,02 30368694,lowerwood,4207,qld,mundingburra,1958,62
939141,casey,None,17.0,rosebery street,08 36636317,None,2285,nsw,figtree,1970,50
784076,paige,matthews,9.0,la perouse street,08 55971749,None,2750,nsw,thornbury,1925,95
440281,lewis,bowerman,5.0,barringer street,04 49339346,None,6225,wa,hatherleigh,1975,45
922450,karla,campbell,9.0,horrocks street,08 02437878,myranda,2914,act,coromandel valley,1903,117
239133,katelyn,verco,205.0,sampson close,02 73078761,eureka,7216,tas,parkinson,1925,95
763969,emiily,white,47.0,nuyts street,02 38705726,None,3079,vic,upper coomera,1991,29
397515,lucas,karadinovski,90.0,zadow place,0,maritime cottage,2905,act,shalvey,1950,70
865710,reuben,penelope,32.0,doonkuna street,02 35538576,None,3165,vic,newcastle,1903,117
445165,grace,frangie,7.0,namatjira drive,04 49344694,None,4017,qld,petrie,1911,109
514021,desi,kowald,104.0,tytherleigh street,04 63617343,None,3300,vic,royal park,1916,104
370001,marcus,white,6.0,baracchi crescent,04 61468187,None,4571,qld,penshurst,1990,30
766980,noah,plumb,38.0,springvale drive,04 43551669,None,5556,sa,dawesville,1996,24
632465,amelie,kumaran,13.0,bargang crescent,07 03130578,None,5558,sa,seddon,1945,75
523327,taylah,ezard,86.0,barber crescent,02 34685778,key,4655,qld,penrith,1961,59
351842,george,leslie,15.0,gard place,08 18347938,None,2905,act,darling downs,1987,33
450722,jessica,rocca,429.0,o'meara place,03 43121984,None,3465,vic,keilor east,1931,89
714229,lachlan,robson,62.0,wilkins street,02 71980959,None,6162,wa,careel bay,1995,25
882409,mikhaili,fleet,3.0,kambalda crescent,04 59252343,cinema centre bldg,2250,nsw,geelong east,1950,70
636114,oscar,lock,68.0,gillespie street,03 52049847,kippilaw,4872,qld,yagoona,1911,109
769250,matthew,egan,6.0,macgregor street,04 96579697,st francis village,3037,vic,reynella,1938,82
444572,annika,lubbe,30.0,naismith place,03 22692009,None,2209,nsw,ascot,1949,71
610283,mitchell,webb,13.0,mugga way,02 89905188,None,4659,qld,waverley,1917,103
750332,lucy,mccarthy,68.0,armstrong crescent,04 26090476,None,6014,wa,frankston,1979,41
813391,brodee,carosella,104.0,canberra avenue,04 53992636,None,3400,vic,hurstbridge,1903,117
612656,talissa,priest,156.0,muirhead place,02 48506949,None,3194,vic,robina,1999,21
605350,gabrielle,madigan,6.0,house circuit,03 38796523,None,2444,nsw,armidale,1978,42
437164,evan,senti,22.0,arthur circle,02 17827696,gemma,5126,sa,wangaratta,1927,93
629783,alissa,mildren,24.0,bolliger place,02 18300519,None,3150,vic,mackay north,1985,35
128481,emma,haydock-wilson,20.0,batchelor street,02 35835466,None,4878,qld,cooranbong,1903,117
766627,heath,morrison,11.0,candelo place,03 28690329,None,3040,vic,blacktown,1996,24
861062,kirra,wasley,2.0,avon place,08 98175962,blackduck valley,2605,act,st albans,1916,104
237815,olivia,blake,10.0,gundara street,07 57671445,rowethorpe,3074,vic,bowral,1954,66
727763,richard,mcphail,102.0,munga place,02 07414027,None,2550,nsw,seddon,1922,98
804133,christina,mesecke,14.0,lascelles circuit,02 15869032,None,4163,qld,toowoomba south,1984,36
419186,emma,mincher,308.0,grigson place,03 58817642,narangga,5552,sa,como,1957,63
149476,blake,sheldon,77.0,birdwood street,08 45285841,None,3041,vic,adelong,1955,65
847465,troy,coleman,36.0,kirkcaldie circuit,04 42688614,None,5501,sa,wanneroo,1930,90
390696,alex,nguyen,66.0,cockatoo close,03 97270107,None,2209,nsw,laverton,1994,26
820602,bethanie,kessegian,52.0,nina jones crescent,03 90919250,None,3065,vic,willagee,1956,64
538988,damien,prideaux,22.0,chermside street,07 31887273,None,2040,nsw,somerton park,1945,75
784308,hayden,weaver,23.0,clive steele avenue,08 44271854,None,3636,vic,warilla,1921,99
307383,shane,scerri,153.0,kadina crescent,0,None,3133,vic,stratford,1931,89
169093,courtney,chubb,47.0,mclachlan crescent,07 99088819,villa 2,3802,vic,manunda,1988,32
693411,harley,doray,19.0,hartigan street,02 95829744,None,2192,nsw,beaumaris,1956,64
116535,None,mcgregor,61.0,lexcen avenue,07 82428033,None,4209,qld,marks point,1983,37
428634,emiily,nguyen,36.0,sherwood circuit,07 05745723,the shanty,2066,nsw,springwood,1948,72
670850,caleb,coleman,52.0,gallagher street,08 24110633,rocklea,2318,nsw,lalor,1999,21
481186,kynan,bartel,1.0,arabana street,04 21680054,finn valley,4000,qld,nollamara,1998,22
356323,shaun,campbell,42.0,investigator street,04 65615095,None,5159,sa,punchbowl,1972,48
975512,brandon,reid,22.0,tyrrell circuit,07 73528346,plainview,2262,nsw,eight mile plains,1980,40
358916,lawson,vanlaatum,42.0,crofts crescent,08 79354598,None,3284,vic,bayswater north,1938,82
813895,zakariah,bishop,44.0,hopegood place,0,None,4814,qld,ballarat,1985,35
330063,william,mayer,134.0,ella close,02 73805901,parooka,3172,vic,barraba,1933,87
141269,polly,stephenson,15.0,coxen street,02 68685128,None,4878,qld,wadalba,1961,59
180674,kirrah,siviour,5.0,karawatha place,0,karma park,2668,nsw,watsonia,1950,70
928894,chelsea,oberdorf,43.0,pennefather street,03 72271184,lucky corner,6016,wa,lake wyangan,1964,56
385291,brooke,blake,56.0,castleton crescent,03 95576526,None,4221,qld,concord west,1903,117
538744,madison,abdullah,23.0,cousin place,07 27568289,None,5725,sa,birmingham gardens,1980,40
701383,joel,kranz,0.0,marou place,03 78394128,None,2219,nsw,frankston,1947,73
868460,kailey,moody,6.0,cockle street,07 85516875,None,6018,wa,lindfield,1929,91
824291,lily,beric,47.0,haverfield place,08 63176695,None,3070,vic,carnegie,1990,30
190925,connor,hage,44.0,bathurst place,07 51790803,berkeley vlge,3167,vic,ashgrove,1921,99
690669,emiily,ringland,16.0,upton street,08 07506373,None,4285,qld,ingham,1958,62
723756,fraser,clarke,16.0,dexter street,03 46900758,None,2232,nsw,cairns,1993,27
342330,liam,lodge,46.0,garrick street,03 37496135,None,4680,qld,burnie,1942,78
950181,ebony,rawlings,83.0,spica street,0,sunny braes,3156,vic,albany creek,1990,30
113731,emerson,burford,30.0,chillagoe street,03 77695062,None,2010,nsw,macgregor,1997,23
486791,henry,ewald,18.0,julia flynn avenue,07 60059522,little tinana,6308,wa,reservoir east,1953,67
591874,thomas,rees,36.0,scrivener street,0,None,4504,qld,camden,1982,38
675312,mitchell,lock,21.0,hurtle avenue,03 79086205,scenic lodge,3088,vic,kaniva,1912,108
741000,callum,lowe,10.0,emerton street,04 50860898,None,3747,vic,redan,1927,93
201121,jacinta,d'unienville,6.0,maurice place,02 18656808,None,5088,sa,ceduna,1950,70
365976,grooby,joshua,293.0,mather street,03 91305817,None,4211,qld,aspley,1907,113
656620,nikita,brock,25.0,farrer street,07 46585407,None,2229,nsw,mosman,1988,32
112467,ciaran,minorchio,6.0,dalton place,04 84569565,lochlee,5125,sa,broken hill,1983,37
141025,jemma,mccully,438.0,sommers street,07 53245461,None,4223,qld,eaton,1937,83
244179,harrison,lindholm,47.0,laby place,07 55585735,brest hill,2259,nsw,surry hills,1998,22
177994,None,cure,56.0,coane street,07 98214008,None,6012,wa,coromandel valley,1955,65
194202,samuel,webb,0.0,blandon place,03 51494646,the gums,4005,qld,shellharbour,1946,74
667769,william,bovill,392.0,spafford crescent,02 00362983,None,6430,wa,st huberts island,1958,62
495797,phoebe,lock,10.0,jarrahdale street,02 60006908,None,4811,qld,port augusta,1993,27
699406,aidyn,kozoolin,11.0,hoy place,03 74620035,None,2222,nsw,coal point,1950,70
486154,braedon,maczkowiack,58.0,osburn drive,08 50473277,chobe,4005,qld,stanmore,1999,21
544854,philip,white,37.0,miller street,04 42892515,None,3584,vic,mansfield park,1999,21
748002,lauren,strungs,3.0,yantara street,04 79087678,None,3185,vic,alice snprings,1907,113
848987,elizabeth,colquhoun,23.0,hawdon street,08 18308644,crosslands,3140,vic,tharbogang,1973,47
260185,roy,noble,2484.0,winder place,08 63159672,None,3058,vic,fisher,1964,56
184363,natalia,badman,59.0,birdwood street,03 89172052,None,6009,wa,lilli pilli,1913,107
425188,dillon,green,8.0,kett street,07 97378910,buena vista,2219,nsw,riverhills,1922,98
311027,lauren,neumann,0.0,read place,02 87581502,None,4812,qld,ashfield,1954,66
373958,anneliese,stubbs,62.0,canberra avenue,07 66220942,None,5085,sa,murray bridge,1970,50
461484,hayley,cruickshanks,46.0,gurrang avenue,02 24864652,st john of god hospital,2035,nsw,acton,1910,110
372168,max,fleet,63.0,bursaria street,03 94527133,None,2043,nsw,north ryde,1921,99
818648,brooke,reaburn,110.0,antill street,07 39580132,None,5161,sa,newmarket,1971,49
995668,andrew,None,28.0,rayner place,03 91092798,yurambi village,2036,nsw,highton,1926,94
682124,joel,white,13.0,foxall street,03 67806643,brentwood vlge,4818,qld,mount annan,1956,64
369579,benjamin,kiss,113.0,burkitt street,08 58401413,None,2705,nsw,thursday island,1983,37
355095,alex,jolly,21.0,howie court,03 72180856,None,4000,qld,conder,1945,75
957033,kai,mazurek,19.0,dumas street,07 75138948,None,4169,qld,paddington,1989,31
581632,lexie,hyland,52.0,kneebone street,03 57223234,abbey fields,3060,vic,carine,1976,44
361176,dylan,ryan,10.0,webb place,07 78501408,None,2750,nsw,sunshine,1994,26
483015,caitlin,byers,15.0,mceachern crescent,02 12607154,None,6148,wa,martindale,1961,59
349717,serena,ziersch,111.0,namadgi circuit,02 97320308,treleen,2480,nsw,strathalbyn,1996,24
758767,caitlin,panitzki,6.0,temperley street,0,None,3216,vic,beverley park,1978,42
985375,emiily,lowry,11.0,brierly street,03 76984787,tillabudgery,2143,nsw,the entrance,1988,32
132940,aleisha,ramiro,80.0,laptz jlose,08 60316509,None,6432,wa,somerset,1959,61
629954,blake,neumann,175.0,hemmings crescent,02 88151345,pmb 63,2830,nsw,barcaldine,1988,32
399266,cooper,goetze,10.0,geehi place,07 01904603,None,4059,qld,noble park,1941,79
256164,emiily,ilgen,168.0,broadbent street,02 28689369,None,6008,wa,paddington,1940,80
306717,lillian,coleman,159.0,allambeen street,03 72090059,congreave court,5214,sa,kelmscott,1985,35
463334,benjamin,wooley,4.0,ellerston avenue,08 02290605,None,2350,nsw,como,1991,29
462612,elana,berry,30.0,deumonga court,04 07237629,hartford,7302,tas,bridgewater,1984,36
126505,darcy,green,11.0,tregellas crescent,07 48618881,None,6519,wa,campsie,1904,116
661001,jessica,lyden,11.0,bunduluk crescent,02 96851574,None,2026,nsw,None,1966,54
547603,sarah,michalatos,4.0,maribyrnong avenue,0,cladagh,3377,vic,robina,1948,72
929601,rhys,widdowson,0.0,davidson street,03 40965868,argyle village,2049,nsw,goodwood,1915,105
304354,max,binns,2.0,parkhill street,07 80842343,glenview,2204,nsw,plenty,1903,117
701799,brooke,braunack,22.0,leahy close,02 19962752,None,2750,nsw,petersham,1953,67
926954,emma,binns,399.0,lett place,07 10951055,whitsun,6064,wa,wakeley,1959,61
312204,hayley,coppola,216.0,crowther place,07 05574788,monkani,3040,vic,three springs,1976,44
350694,emma,None,23.0,newman morris circuit,03 80831289,west-view,2165,nsw,kuraby,1981,39
349836,cameron,van doren,17.0,augustus close,07 31119881,None,4559,qld,sunshine beach,1937,83
858849,zac,campbell,10.0,antill street,07 77169483,groomfields,2791,nsw,condell park,1957,63
985829,bradley,campbell,9.0,lowe court,03 54146734,None,4017,qld,lavington,1917,103
628168,charles,garcia,1.0,mccawley street,08 69985968,None,2445,nsw,balwyn north,1920,100
536670,shaum,boyle,167.0,buzacott place,03 89060157,heritage estate,2550,nsw,airlie beach,1969,51
667827,zachary,harrington,12.0,wambool street,07 82507746,greensleeves,3280,vic,belmont,1958,62
340056,jack,goldsworthy,6.0,barrington crescent,08 78725971,summit cottage,3150,vic,milperra,1923,97
319057,hannah,lodge,25.0,woden square,07 99225219,tinaroo falls,2095,nsw,riverstone,1991,29
639087,luke,burnell,19.0,harricks crescent,08 12054727,None,7010,tas,point cook,1956,64
607800,aloysius,chandler,16.0,clucas place,04 48369207,jetty village,2125,nsw,boyne island,1924,96
204843,harrison,petersen,13.0,castlereagh crescent,03 24530302,kmart p plaza,3723,vic,brunswick heads,1994,26
543942,james,millar,7.0,bromley street,02 31316256,None,2250,nsw,jindalee,1950,70
148784,abbey,mcgrlhor,107.0,maclagan street,04 60018297,wyuna,3977,vic,kardknya,1993,27
213034,samir,paterson,58.0,worrall street,08 63581348,None,3782,vic,guilderton,1990,30
534044,charles,badman,4.0,castieau street,02 80219624,None,2154,nsw,paterson,1956,64
824886,kayla,shepherd,12.0,hannah place,08 94359305,None,3108,vic,montmorency,1958,62
154362,lynton,grindley,112.0,mcarthur place,04 42492918,shiloah,3224,vic,coober pedy,1915,105
153997,joel,raethel,66.0,dethridge street,07 30997951,None,3922,vic,ballarat,1949,71
281413,jordyn,wallen,0.0,tallara parkway,08 27976473,None,2074,nsw,tuart hill,1924,96
512289,sara-louise,millar,18.0,kennedy street,02 39776243,None,2017,nsw,tathra,1974,46
464543,eva,webb,0.0,burramurra avenue,07 51104183,None,2031,nsw,eaglehawk,1972,48
900981,fynn,ferris,34.0,hopegood place,07 95398145,None,2231,nsw,emerald,1903,117
943352,joel,monis,6.0,buxton street,03 78616737,braemar vlge,4129,qld,kununurra,1955,65
840686,julia,frisina,6.0,jalanga crescent,03 26103975,None,2233,nsw,eleebana,1901,119
568731,harry,verschoor,8.0,kinleyside crescent,08 37487578,broughton brook,2017,nsw,seven hills,1995,25
884752,madeline,grgurovic,0.0,hakea crescent,0,coulter court,2774,nsw,kangarilla,1934,86
513532,lachlan,durbridge,5.0,cargelligo street,08 67912814,None,2832,nsw,elwood,1976,44
257255,blaize,astley,6.0,clift crescent,0,None,2546,nsw,harris park,1930,90
980292,kye,teti,21.0,melba street,03 37611630,weemilah,3046,vic,springfield,1945,75
648912,kirra,archdall,18.0,shakespeare crescent,03 38149037,None,4069,qld,dulwich hill,1992,28
817875,gus,maier,7.0,warrego circuit,02 20977734,morayfield exchange,2145,nsw,lilydale,1995,25
859072,cooper,nuan,35.0,rabnor place,08 66966101,None,3525,vic,willetton,1918,102
578997,matisse,reid,10.0,carter crescent,08 16446780,lawrence house,3037,vic,williamstown,1938,82
670993,sarah,white,9.0,drummond row,07 23248869,la reine,4159,qld,geelong east,1953,67
713614,sophie,doman,35.0,mackerras crescent,08 32716408,oakdale,3029,vic,yarraville,1973,47
519972,rory,hyland,37.0,jacka crescent,07 28968106,None,2095,nsw,dunsborough,1961,59
946822,hannah,reid,81.0,sturt avenue,02 85324093,bullarena,6208,wa,frankston,1939,81
168369,william,wheatley,29.0,kennedy street,03 42158900,None,5168,sa,scarborough,1951,69
301893,logan,soman,6.0,sidaway street,03 43965957,eureka,2530,nsw,spotswood,1973,47
371733,arabella,reid,44.0,denman street,07 96805555,None,2281,nsw,willetton,1949,71
737300,jesse,nguyen,2.0,river street,02 68053507,None,3083,vic,gordonvale,1937,83
959613,hannah,capurso,66.0,derrington crescent,08 61534837,None,4112,qld,west croydon,1923,97
800146,michael,stephenson,6.0,None,07 37860011,minjarra,3146,vic,arana hills,1920,100
850046,samantha,capek,14.0,macnaughton street,03 17943229,None,2603,act,preston,1911,109
747999,marlee,binns,1.0,teakle place,03 49877859,charters towers electorate office stock,4874,qld,kaleen,1949,71
176425,maddison,sedgley,75.0,howitt street,03 29045667,ocean crt (cnr beach s street,4217,qld,wilson,1938,82
596297,ethan,huddy,15.0,jauncey court,04 67137906,None,5114,sa,hawks nest,1979,41
640282,lara,genovese,9.0,baracchi crescent,07 78096268,bute park,7140,tas,stratford,1923,97
211915,blayke,beal,3.0,henry street,07 97104008,None,4575,qld,ryde,1930,90
485105,hamish,ryan,26.0,newman morris circuit,0,None,4152,qld,mount isa,1991,29
583414,connor,green,406.0,meldrum street,0,None,6430,wa,mooroolbark,1918,102
204672,isabella,boyle,30.0,lawrence close,02 63369468,None,3031,vic,stoneville,1972,48
913071,joshua,tribbeck,190.0,snowgum road,03 17547016,wyuna,2132,nsw,warrandyte,1914,106
379349,cassandra,bowerman,912.0,conder street,08 94862787,None,7012,tas,cabramatta west,1993,27
418821,jayden,reid,35.0,carron street,04 57469028,None,2580,nsw,thornbury,1959,61
132930,nathan,walkley,55.0,marcus clarke street,08 29568727,None,3170,vic,collie,1935,85
173313,georfia,teague,3789.0,scantlebury crescent,03 74582010,channel,4301,qld,blacktown,1973,47
849211,fraser,moody,16.0,barr-smith avenue,03 30473449,None,5608,sa,broken hill,1911,109
213153,flynn,benjamin,49.0,rossarden street,03 31698699,yarrabee,3165,vic,grove creek,1904,116
585725,edward,skvaril,44.0,frost place,07 30113904,None,6175,wa,st agnes,1953,67
904748,hayden,webb,191.0,huxley place,07 27106275,None,2118,nsw,peakhurst,1976,44
332911,james,white,14.0,trickett place,03 43038565,shelomith,4213,qld,sunshine,1997,23
196058,marcus,rollins,187.0,kleinig street,03 92711828,None,3021,vic,tweed heads south,1969,51
187876,oakleigh,everett,1.0,bertram street,08 97007352,rosetta village,4812,qld,drysdale,1992,28
709654,magnus,campbell,25.0,britten-jones drive,04 59179475,None,4211,qld,deer park,1949,71
637691,lily,reid,1258.0,embling street,07 52101122,None,2340,nsw,frankston,1942,78
442196,kyle,bansemer,23.0,bingley crescent,07 59900813,None,2590,nsw,petrie,1941,79
872838,harrison,rana,18.0,None,03 27187897,None,3163,vic,moama,1987,33
361420,damien,tenbensel,7.0,chandler street,07 75668867,None,2774,nsw,morwell,1946,74
577843,isabella,lissner,33.0,standbridge place,03 16576051,None,2291,nsw,spring hill,1940,80
435639,sophie,coleman,12.0,welsh place,07 07751882,aprt 5105,2221,nsw,thursday island,1957,63
263004,casey,truman,7.0,saville close,03 94723458,None,4030,qld,moonah west,1992,28
458234,jaden,mesecke,14.0,leichhardt street,04 82864438,None,2070,nsw,lockhart river,1960,60
398845,lauren,candida,2627.0,grayson street,02 21232346,greenslopes,2228,nsw,albany creek,1903,117
496601,jamie,mcneill,10.0,spring range road,03 07028438,None,5417,sa,marsden,1926,94
876684,jack,green,103.0,lane place,07 53593999,None,4216,qld,annandale,1943,77
681529,liam,goode,19.0,gellibrand street,08 80258575,None,2620,nsw,bunbury,1929,91
765727,jaimee,singleton,247.0,tanumbirini street,08 68259266,None,2850,nsw,burwood east,1927,93
165030,marcus,reinbhach,1.0,dive place,08 38366451,marina northbridge,3931,vic,hazelbrook,1967,53
801865,annalise,clarke,82.0,pinkerton circuit,03 48914822,braimer garden,2068,nsw,jingili,1973,47
264404,andie,eayrs,11.0,lowanna street,08 15663427,dalkeith park,5371,sa,geelong west,1946,74
307397,isabella,lowe,23.0,woollum street,04 74526652,None,4101,qld,deniston east,1959,61
579702,ellen,dabinet,15.0,macdowell street,03 10602907,blue bay aprtmnts,3199,vic,robina,1936,84
518779,joshua,jesurasingham,42.0,None,08 26854366,None,3223,vic,denistone east,1945,75
205185,oscar,zilm,21.0,luckman place,0,None,2533,nsw,dianella,1944,76
136404,isabella,markowski,66.0,maygar street,04 41676170,None,3076,vic,redan,1954,66
155182,noah,hindmarch,20.0,katherine avenue,03 37899397,None,3806,vic,rosetta,1975,45
395135,cameron,pattichis,32.0,torrens street,07 90834466,None,5481,sa,coombabah,1914,106
728889,christopher,gyory,18.0,clancy street,08 89044099,greenslopes,3030,vic,bundaberg,1911,109
803023,charlotte,lombardi,117.0,loddon street,07 37126373,murrong,6156,wa,aroona,1954,66
952318,vianca,mahony,5.0,None,08 10971530,None,4178,qld,bray park,1914,106
746290,kirra,campbell,6.0,rowell place,03 69708441,binbimbie,2209,nsw,bellambi,1970,50
445992,ruby,reid,3.0,catchpole street,02 25382385,None,6280,wa,moree,1929,91
944124,chelsea,boyes,40.0,wray place,08 53618969,mermaid waters shopping centre (opp lone,3194,vic,mount eliza,1901,119
325461,brooke,finlay,300.0,summerville crescent,04 90817762,None,3216,vic,picnic point,1976,44
923932,aleisha,leane,81.0,tenison-woods circuit,04 82046948,brannigans,4034,qld,ingleburn,1977,43
920217,tess,ruskin,65.0,totterdell street,07 92120328,None,2048,nsw,wagaman,1975,45
708434,emiily,herbert,115.0,bean crescent,03 87531785,None,6108,wa,madora,1981,39
588195,matisse,monteleone,8.0,springvale drive,02 53718703,None,2305,nsw,currimundi,1922,98
672285,hayden,pringle,909.0,bambridge street,07 14323132,None,3931,vic,bondi junction,1912,108
631458,joshua,george,7.0,gladstone street,07 25590550,westminster place,4053,qld,inglewood,1939,81
244375,yana,stephenson,83.0,nagara street,07 15180851,lockwood,3046,vic,wakeley,1976,44
433887,lucas,richmond,7.0,haystack crescent,08 22003526,sect 341,4703,qld,northbridge,1959,61
571068,olivia,nguyen,34.0,ifould place,07 08950579,None,6008,wa,lyrup,1999,21
135187,william,arhipoff,8.0,mount vernon drive,08 12061650,apt 710,6064,wa,altona meadows,1951,69
820394,ethan,goldsworthy,131.0,favenc circle,03 72792257,None,7030,tas,redhill,1904,116
757253,nicholas,werk,47.0,dickinson street,03 29191091,geekabee,4570,qld,deniliquin,1992,28
769113,kera,szczecinski,8.0,melrose drive,08 94905506,None,3941,vic,lynbrook,1905,115
138090,None,reid,33.0,williamson street,02 12849047,None,6071,wa,cherrybrook,1983,37
569984,sophie,asser,48.0,gamban square,04 00576905,None,2770,nsw,caulfield,1987,33
945844,james,oest,32.0,bega place,04 86080556,None,3523,vic,brighton,1949,71
877766,sarah,boyle,21.0,sinclair street,02 12058693,None,4350,qld,carss park,1949,71
418174,abby,monis,60.0,maitland street,07 37248518,walhalla,3021,vic,glenbrook,1951,69
641797,emiily,fitzpatrick,135.0,kevin street,08 69074841,caloola court,2870,nsw,redgate,1963,57
168653,chelsea,nguyen,5.0,baskerville street,07 37544835,the stockyards,2060,nsw,mildura south,1905,115
792289,zoe,luddy,18.0,carr crescent,03 99551232,None,3151,vic,belconnen,1983,37
491770,jacob,hawes,7.0,tallon place,02 90430340,blenmore,3300,vic,bassendean,1940,80
366186,isabella,hewson,4.0,hutcheson street,03 61033133,geekabee,2028,nsw,punchbowl,1992,28
293646,None,zogopoulos,59.0,davenport street,03 62798396,rosebrook,5608,sa,altona meadows,1908,112
399345,dillon,aspinall,679.0,squire place,04 72158350,None,2341,nsw,botany,1992,28
847642,finn,grubb,15.0,mount vernon drive,03 63060005,None,6023,wa,lindfield,1936,84
638304,isabella,freeborn,57.0,davenport street,08 19908431,None,2047,nsw,jamboree heights,1911,109
387166,katelin,white,8.0,macedon crescent,08 03632210,None,6020,wa,geographe,1941,79
856322,jack,nguyen,35.0,bellingham crescent,03 12883204,karana homestead,4350,qld,blacktown,1983,37
652226,caleb,wyllie,33.0,angas street,03 89451881,gumnut cottage,3777,vic,ballarat,1926,94
274750,tansy,slape,7.0,mansfield place,02 46404161,None,3175,vic,dutton park,1998,22
360710,bailey,kasch,3.0,port jackson circuit,07 75847943,None,3125,vic,new farm,1967,53
332320,brooke,loukes,6.0,lachlan street,0,None,2680,nsw,hamilton,1920,100
948152,jock,None,30.0,kirkwood crescent,04 51605535,None,3150,vic,junee,1905,115
467658,tegan,tomney,13.0,forbes street,0,None,4655,qld,bute,1956,64
812165,chloe,campbell,11.0,maribyrnong avenue,07 40571460,manimba,2768,nsw,sandy bay,1969,51
757346,tia,ryan,90.0,wakool circuit,0,None,2428,nsw,burnside,1977,43
176478,ben,ballantyne,352.0,vanzetti crescent,02 49703970,greenslopes,3103,vic,loganlea,1929,91
505377,kayla,clarke,23.0,skirving place,03 32354216,None,3049,vic,bundaberg,1982,38
227101,anton,boxer,67.0,william webb drive,04 10021230,medical centre,3096,vic,orange,1937,83
456843,james,kleiner,7.0,oxley street,08 22353315,tulloch,3691,vic,holsworthy,1969,51
816284,nicholas,cremasco,37.0,burkitt street,0,crystal brook farm,3156,vic,auburn,1975,45
594527,daniella,laney,3.0,cowan street,04 52401544,corella,4310,qld,highbury,1974,46
461417,neailey,chloe,3.0,bendigo sgreet,08 25418713,brumby's run,4069,qld,redbank plains,1989,31
829668,ruby,lamprey,4.0,o'connor circuit,02 27943775,haven caravn park,2601,act,old beach,1908,112
856488,lauren,de pizzol,4.0,baines place,04 43328673,navan park,3021,vic,pooraka,1942,78
688033,thomas,hand,23.0,vincent place,02 05867941,None,2049,nsw,quairading,1988,32
232283,kiera,ning,5.0,monkman street,03 27411423,lewin lodge,3082,vic,jacana,1931,89
493445,luke,etherington,88.0,clark close,08 31346518,west gippsland hospital,4870,qld,sunshine,1962,58
481116,liam,coleman,44.0,coyne street,07 36974246,None,2759,nsw,little river,1920,100
541758,james,belperio,19.0,hinkler street,02 43073466,None,6430,wa,port macquarie,1958,62
201489,bryce,bollen,28.0,scantlebury crescent,08 51136377,lypiatt,6058,wa,salisbury,1950,70
656107,layla,boxhall,13.0,newman morris circuit,08 29677503,paloma,2502,nsw,watchem,1963,57
147779,ryan,reid,67.0,caffyn place,04 10690457,None,2905,act,newcomb,1977,43
837781,andrew,spong,9.0,hicks street,07 49327601,zeevoo,5173,sa,vale park,1950,70
454388,joshua,donaldson,115.0,kinkead street,07 53984618,burraroo,3629,vic,narre warren north,1970,50
689872,arabella,coulson,9.0,None,02 88680353,willow lodge,5522,sa,quorn,1917,103
513166,jai,polmear,49.0,fairfax street,08 74959460,None,1000,nsw,mosman,1934,86
