,Unnamed: 0,patient_id,given_name,surname,street_number,address_1,phone_number,address_2,postcode_updated,state_updated,suburb_updated,dob_updated,age_final
4427,4427,222258,emiily,simmonds,221.0,colebatch place,08 74184903,pine leigh,3187,vic,broken hill,1950,70
4440,4440,220263,ebony,rawlings,83.0,spica street,0,sunny braes,3156,vic,albany creek,1990,30
4477,4477,347644,oscar,charitonidis,4.0,knox street,07 77488304,guyra,2758,nsw,lillian rock,1923,97
4498,4498,596043,braedon,wehher,4.0,chandler street,07 23239728,None,2207,nsw,eatonsill,1980,40
4517,4517,144760,lillian,coleman,159.0,allambee street,03 72090059,congreave court,5214,sa,kelmscott,1999,21
4519,4519,958286,nicholas,jankunas,27.0,wakefield avenue,04 96643830,None,5019,sa,wingham,1952,68
4551,4551,873422,casey,campbell,21.0,None,03 45970253,None,4350,qld,lavingron,1968,52
4567,4567,443567,leah,waller,45.0,stradbroke street,08 04502781,None,2766,nsw,None,1955,65
4629,4629,779447,brett,moolenaar,9.0,somerville street,04 98378586,None,3174,vic,somertonv park,1926,94
4731,4731,698506,mitchell,green,5.0,mckillop circuit,02 08989117,None,2220,nsw,glenmore park,1984,36
4732,4732,296416,alexander,ongley,32.0,None,03 67891595,boonooloo,2229,nsw,yarra junction,1994,26
4784,4784,671441,samuel,braib,29.0,macpherson street,07 30779523,sunrest stud,3233,vic,boondall,1949,71
4789,4789,863461,abby,matthews,31.0,kennewell place,04 88982844,longridge,2650,nsw,cooroy,1954,66
4796,4796,872791,bethany,snell,7.0,bilby place,02 88624423,None,3981,vic,forrestfield,1955,65
4802,4802,629739,marcus,reinbach,2.0,dive place,08 38366451,northbridge marina,3931,vic,hazelbrook,1967,53
4819,4819,396208,kyle,sherriff,5.0,jim pike avenue,02 22087371,cuthberts court,6111,wa,bossley park,1948,72
4834,4834,538458,deakin,egglestone,88.0,None,07 52159999,None,2157,nsw,emerald,1914,106
4873,4873,155841,jack,stanley,29.0,sturdee crescent,04 16557952,None,6710,wa,thornlie,1910,110
4953,4953,507085,natalee,madigan,13.0,None,02 24976027,meath mews retrmnt vlge,3023,vic,prospect,1945,75
4998,4998,447220,connor,harrington,261.0,numbat place,03 96922045,palm lake resort,2870,nsw,albion park rail,1921,99
5044,5044,464986,None,chittleborough,7140.0,serpentine street,07 87444375,None,3500,vic,plumpton,1993,27
5119,5119,170305,timothy,papazacharoudakis,101.0,francis street,04 27462876,matilda park,4650,qld,ingham,1934,86
5123,5123,713079,connor,hindley,50.0,alice jackson crescent,03 37920549,bristin,4355,qld,ringwoodeast,1931,89
5129,5129,990023,matisse,coulsln,32.0,tauss place,02 87564221,None,6050,wa,boggabri,1960,60
5147,5147,942840,makayla,chesjirze,105.0,walhallow street,08 79660642,None,2825,nsw,dooralong,1937,83
5193,5193,876388,christian,white,1.0,snodgrass crescent,0,flower growers,3977,vic,ngunnawal,1992,28
5261,5261,954568,kiria,ryan,3.0,beazley crescent,02 95589027,kimberley,2067,nsw,rosewhite,1989,31
5309,5309,160272,deakin,oleszcuk,9.0,farrer street,03 77767257,None,2257,nsw,beecroft,1973,47
5408,5408,972379,adam,weller,43.0,pankhurst crescent,04 63020165,None,2222,nsw,kareela,1940,80
5439,5439,834412,courtney,geraghty,13.0,goldfinch circuit,08 27446355,ilumba gardens home,3013,vic,heathpool,1992,28
5499,5499,123408,dillon,aspinall,66.0,squire place,04 72158350,None,2341,nsw,botany,1992,28
5515,5515,622710,hannah,struck,1.0,academy close,08 98425146,None,2158,nsw,kingsford,1939,81
5551,5551,199977,finlay,stephenson,193.0,pleasance place,04 17443323,None,6101,wa,elwood,1942,78
5648,5648,406093,mitchell,stanley,13.0,daley crecwent,03 90661389,None,3021,vic,caravonica,1975,45
5654,5654,616479,None,wekhr,57.0,christmas street,03 15451529,None,3068,vic,mount victoria,1982,38
5700,5700,371421,mitchell,rundle,50.0,hacking crescent,0,None,3182,vic,greenacre,1961,59
5712,5712,345144,zali,cirvydas,29.0,melba setreet,08 65451564,None,4740,qld,burnie,1902,118
5729,5729,973030,delaney,kermeen,9.0,wallen place,08 37919311,None,4405,qld,st kilda east,1939,81
5777,5777,307352,mitchell,stanley,8.0,mount vernon drive,03 19653778,None,4680,qld,hamilton,1935,85
5800,5800,474743,kiera,szczecinski,9.0,melrose drive,08 94905506,None,3941,vic,lynbrook,1905,115
5840,5840,204927,hannah,pagden,2.0,mellor circuit,02 17184151,None,4567,qld,charlestown,1936,84
5903,5903,484708,louis,blackwell,10.0,dartnell street,02 97010866,None,2046,nsw,lake bibra,1983,37
5918,5918,643898,amy,mason,115.0,balsillie crescent,02 48437211,None,2126,nsw,view bank,1999,21
5940,5940,362091,willuam,white,42.0,borrowdale street,03 89262726,None,2400,nsw,carlingfword,1993,27
6004,6004,712439,charlotte,rusmin,251.0,crozier circuit,04 85107991,None,7470,tas,bogangar,1973,47
6086,6086,669354,jacob,svenson,48.0,wagga soreet,02 03546747,walhalla,2009,nsw,kempsey,1943,77
6110,6110,745303,mikayla,green,35.0,None,02 25160752,rowethorpe trinity hostel,3977,vic,riverwood,1958,62
6150,6150,385713,finlay,stephenson,192.0,pleasance place,04 17443323,jalbarragup homestead,6101,wa,elwood,1942,78
6164,6164,966491,emiily,bartel,12.0,worrall street,08 28969178,iron shoe lodge,2076,nsw,moranbah,1936,84
6171,6171,542136,vanessa,browne,169.0,beazley crescent,02 53907917,melrose clinic,3021,vic,elwood,1953,67
6184,6184,217473,harry,bristow,315.0,officer crescent,07 29162528,None,6210,wa,waroona,1966,54
6218,6218,902348,isaac,nakoje,19.0,collier street,02 69439226,None,6017,wa,brighton,1964,56
6228,6228,407680,melanie,wheatley,54.0,antis street,02 86042707,jacklin park farmstay,3444,vic,eleebana,1946,74
6243,6243,985050,emiily,groenewege,760.0,mcluckie crescent,02 33544106,None,2640,nsw,redhead,1934,86
6320,6320,384944,emma,petersen,137.0,schlam place,08 45840166,keanor,2500,nsw,euberta,1973,47
6410,6410,878776,luke,mercorella,15.0,gollan street,02 57389153,None,2614,act,the entrance,1960,60
6418,6418,307849,hayley,grigolato,35.0,nanson place,02 94291744,None,3214,vic,miami,1966,54
6445,6445,775926,grayson,lowe,5.0,melba street,04 24267634,tantallon,6227,wa,sunnybank,1989,31
6482,6482,272502,alexander,grubb,3.0,kinchela crescent,07 41414706,None,5092,sa,batlow,1912,108
6504,6504,343767,None,kelhley,37.0,bourchier close,07 57849903,None,3977,vic,mona vale,1927,93
6538,6538,342934,liam,louca,53.0,ballumbir street,03 78308335,emerald garden,6060,wa,kariong,1948,72
6619,6619,124042,elizabeth,colquhoun,26.0,hawdon street,08 18308644,crosslands,3104,vic,tharbogang,1973,47
6694,6694,512310,jackson,couzens,130.0,allchin circuit,04 58119726,denture clnc,2546,nsw,prospect,1924,96
6782,6782,519149,andrew,ryan,20.0,mainwaring rich circuit,0,None,3020,vic,blacktown,1976,44
6817,6817,179211,madeleine,None,33.0,jansz crescent,04 36021764,None,3825,vic,avondale heights,1956,64
6820,6820,987081,fyynlay,green,11.0,baracchi crescent,07 83761404,None,6070,wa,broadmeaqdows,1993,27
6824,6824,761237,danidle,haggett,258.0,amess place,02 62350511,None,2484,nsw,wentworth,1976,44
6827,6827,498138,macormack,ryan,7.0,ponsford place,07 35367744,camerons creek,4575,qld,burnside,1925,95
6849,6849,676291,mitchell,niklaus,8.0,mount vernon drive,04 14828181,village on the green,6006,wa,bowral,1939,81
6864,6864,169518,emiily,simmonds,221.0,colebatch place,08 74184903,pine leigh,3187,vic,broken hill,1957,63
7119,7119,837651,lsuren,musolino,973.0,berghofer court,07 90471587,None,4680,qld,ourimbah,1927,93
7182,7182,369637,marleigh,noble,8.0,strickland crescent,03 14568594,None,4812,qld,allambie heights,1920,100
7220,7220,364179,erin,rudd,6.0,totterdell street,07 56883796,mannafields farm,2713,nsw,cairns,1950,70
7286,7286,452621,mathew,teague,11.0,morrisonh treet,04 19702338,hawkesbury natural health acupuncture ce,7315,tas,None,1921,99
7311,7311,919472,jackson,mccarthy,114.0,clemenger street,03 08842416,glen alvie rsd,3162,vic,bondi junction,1954,66
7399,7399,851395,liam,lamorey,5.0,marou place,04 49778923,None,5069,sa,woy woy,1996,24
7424,7424,296521,None,miles,4.0,love street,07 17901367,bonholme,6054,wa,birkdle,1964,56
7439,7439,780206,aleisha,ramiro,80.0,laptz close,08 60316509,None,6432,wa,somerset,1989,31
7647,7647,482811,cooper,ryan,56.0,smeaton circuit,04 35746986,None,4350,qld,saoe,2005,15
7799,7799,237263,noah,hindmarch,20.0,katherine avenue,03 37899397,None,3806,vic,rosettja,1975,45
7809,7809,979191,jake,wynne,29.0,burkitt street,03 46616418,None,4207,qld,greenwith,1975,45
7817,7817,953159,kiera,szczecnski,9.0,melrosj dive,08 94905506,None,3941,vic,lynbrook,1905,115
7820,7820,408360,angus,bishop,46.0,egglesto n crescent,02 35014181,murray vale lodge,2142,nsw,blaynt,1935,85
7859,7859,641220,kai,cure,1.0,kennerley street,08 43839279,rocklea,2097,nsw,terranora,1919,101
7871,7871,947516,amber,david,28.0,sexton street,04 87755694,edinburgh vlge,2213,nsw,golden grove,1942,78
7899,7899,246259,isaac,broxam,736.0,morrison street,03 78526997,None,3160,vic,penguin,1942,78
7914,7914,350072,madison,clarke,17.0,anembo street,04 31690680,None,2170,nsw,bangtor,1949,71
7977,7977,676623,eleanor,bovam,13.0,stevenson treet,04 56575284,dejarra,6153,wa,ballarat north,1983,37
8057,8057,584607,sophie,clarke,7.0,macdowell street,07 51448277,deergarden caravn park,3624,vic,muradup,1990,30
8233,8233,259132,ethan,matthews,104.0,crisp circuit,07 14141423,None,4650,qld,tully,1985,35
8241,8241,782385,cooper,rya,60.0,smeaton circuit,04 35746986,None,4350,qld,sale,2005,15
8592,8592,472050,noahn,hindmacrh,20.0,katherine avenue,03 37899397,None,3806,vic,rosetta,1975,45
9160,9160,441701,isabella,lowe,23.0,woollum street,04 74526652,None,4103,qld,denistoen east,1959,61
9309,9309,398451,grayson,lowe,4.0,melba street,04 24267634,tantallon,2672,nsw,sunnybank,1989,31
9806,9806,253412,mitchell,green,5.0,mckillop circuit,02 08989117,None,2220,nsw,glenmore park,1996,24
